destroyed_buildings,destroyed_pixels,event_name,event_type,folder,image_fname,image_id,light_damaged_buildings,light_damaged_pixels,mask_fname,medium_damaged_buildings,medium_damaged_pixels,non_damaged_buildings,non_damaged_pixels,sample_id,fold
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000057_pre_disaster.png,nepal-flooding_00000057_pre_disaster,0,0,tier3\masks\nepal-flooding_00000057_pre_disaster.png,0,0,10,5297,57,0
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000057_pre_disaster.png,palu-tsunami_00000057_pre_disaster,0,0,train\masks\palu-tsunami_00000057_pre_disaster.png,0,0,20,59268,57,0
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000057_pre_disaster.png,santa-rosa-wildfire_00000057_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000057_pre_disaster.png,0,0,268,246644,57,0
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000058_pre_disaster.png,moore-tornado_00000058_pre_disaster,0,0,tier3\masks\moore-tornado_00000058_pre_disaster.png,0,0,31,94382,58,1
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000058_pre_disaster.png,nepal-flooding_00000058_pre_disaster,0,0,tier3\masks\nepal-flooding_00000058_pre_disaster.png,0,0,4,331,58,1
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000058_pre_disaster.png,woolsey-fire_00000058_pre_disaster,0,0,tier3\masks\woolsey-fire_00000058_pre_disaster.png,0,0,0,0,58,0
0,0,socal-fire,pre,train,train\images\socal-fire_00000058_pre_disaster.png,socal-fire_00000058_pre_disaster,0,0,train\masks\socal-fire_00000058_pre_disaster.png,0,0,4,936,58,2
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000058_pre_disaster.png,palu-tsunami_00000058_pre_disaster,0,0,train\masks\palu-tsunami_00000058_pre_disaster.png,0,0,186,323169,58,1
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000058_pre_disaster.png,lower-puna-volcano_00000058_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000058_pre_disaster.png,0,0,0,0,58,4
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000058_pre_disaster.png,sunda-tsunami_00000058_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000058_pre_disaster.png,0,0,18,22251,58,1
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000058_pre_disaster.png,pinery-bushfire_00000058_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000058_pre_disaster.png,0,0,0,0,58,2
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000058_pre_disaster.png,santa-rosa-wildfire_00000058_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000058_pre_disaster.png,0,0,265,305256,58,2
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000058_pre_disaster.png,midwest-flooding_00000058_pre_disaster,0,0,train\masks\midwest-flooding_00000058_pre_disaster.png,0,0,77,163831,58,4
0,0,hurricane-michael,pre,train,train\images\hurricane-michael_00000058_pre_disaster.png,hurricane-michael_00000058_pre_disaster,0,0,train\masks\hurricane-michael_00000058_pre_disaster.png,0,0,63,94835,58,4
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000058_pre_disaster.png,portugal-wildfire_00000058_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000058_pre_disaster.png,0,0,0,0,58,0
0,0,hurricane-florence,pre,train,train\images\hurricane-florence_00000058_pre_disaster.png,hurricane-florence_00000058_pre_disaster,0,0,train\masks\hurricane-florence_00000058_pre_disaster.png,0,0,0,0,58,2
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000058_pre_disaster.png,joplin-tornado_00000058_pre_disaster,0,0,tier3\masks\joplin-tornado_00000058_pre_disaster.png,0,0,24,24787,58,2
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000058_pre_disaster.png,tuscaloosa-tornado_00000058_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000058_pre_disaster.png,0,0,89,97801,58,4
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000059_pre_disaster.png,woolsey-fire_00000059_pre_disaster,0,0,tier3\masks\woolsey-fire_00000059_pre_disaster.png,0,0,0,0,59,1
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000059_pre_disaster.png,santa-rosa-wildfire_00000059_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000059_pre_disaster.png,0,0,22,19969,59,4
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000059_pre_disaster.png,pinery-bushfire_00000059_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000059_pre_disaster.png,0,0,0,0,59,3
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000059_pre_disaster.png,nepal-flooding_00000059_pre_disaster,0,0,tier3\masks\nepal-flooding_00000059_pre_disaster.png,0,0,9,5670,59,1
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000059_pre_disaster.png,sunda-tsunami_00000059_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000059_pre_disaster.png,0,0,207,443164,59,0
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000059_pre_disaster.png,tuscaloosa-tornado_00000059_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000059_pre_disaster.png,0,0,67,76083,59,2
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000059_pre_disaster.png,portugal-wildfire_00000059_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000059_pre_disaster.png,0,0,0,0,59,3
0,0,mexico-earthquake,pre,train,train\images\mexico-earthquake_00000059_pre_disaster.png,mexico-earthquake_00000059_pre_disaster,0,0,train\masks\mexico-earthquake_00000059_pre_disaster.png,0,0,133,349098,59,2
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000059_pre_disaster.png,joplin-tornado_00000059_pre_disaster,0,0,tier3\masks\joplin-tornado_00000059_pre_disaster.png,0,0,8,38272,59,4
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000059_pre_disaster.png,midwest-flooding_00000059_pre_disaster,0,0,train\masks\midwest-flooding_00000059_pre_disaster.png,0,0,206,205352,59,0
0,0,hurricane-harvey,pre,train,train\images\hurricane-harvey_00000059_pre_disaster.png,hurricane-harvey_00000059_pre_disaster,0,0,train\masks\hurricane-harvey_00000059_pre_disaster.png,0,0,28,96084,59,4
0,0,hurricane-florence,pre,train,train\images\hurricane-florence_00000059_pre_disaster.png,hurricane-florence_00000059_pre_disaster,0,0,train\masks\hurricane-florence_00000059_pre_disaster.png,0,0,2,2764,59,0
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000059_pre_disaster.png,lower-puna-volcano_00000059_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000059_pre_disaster.png,0,0,21,7080,59,4
0,0,hurricane-michael,pre,train,train\images\hurricane-michael_00000059_pre_disaster.png,hurricane-michael_00000059_pre_disaster,0,0,train\masks\hurricane-michael_00000059_pre_disaster.png,0,0,56,146053,59,1
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000059_pre_disaster.png,moore-tornado_00000059_pre_disaster,0,0,tier3\masks\moore-tornado_00000059_pre_disaster.png,0,0,7,3056,59,2
0,0,socal-fire,pre,train,train\images\socal-fire_00000059_pre_disaster.png,socal-fire_00000059_pre_disaster,0,0,train\masks\socal-fire_00000059_pre_disaster.png,0,0,2,1724,59,2
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000060_pre_disaster.png,midwest-flooding_00000060_pre_disaster,0,0,train\masks\midwest-flooding_00000060_pre_disaster.png,0,0,230,185758,60,0
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000060_pre_disaster.png,portugal-wildfire_00000060_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000060_pre_disaster.png,0,0,14,10639,60,1
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000060_pre_disaster.png,moore-tornado_00000060_pre_disaster,0,0,tier3\masks\moore-tornado_00000060_pre_disaster.png,0,0,29,46166,60,4
0,0,hurricane-michael,pre,train,train\images\hurricane-michael_00000060_pre_disaster.png,hurricane-michael_00000060_pre_disaster,0,0,train\masks\hurricane-michael_00000060_pre_disaster.png,0,0,109,137270,60,0
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000060_pre_disaster.png,woolsey-fire_00000060_pre_disaster,0,0,tier3\masks\woolsey-fire_00000060_pre_disaster.png,0,0,0,0,60,0
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000060_pre_disaster.png,tuscaloosa-tornado_00000060_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000060_pre_disaster.png,0,0,0,0,60,2
0,0,hurricane-harvey,pre,train,train\images\hurricane-harvey_00000060_pre_disaster.png,hurricane-harvey_00000060_pre_disaster,0,0,train\masks\hurricane-harvey_00000060_pre_disaster.png,0,0,2,5048,60,4
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000060_pre_disaster.png,pinery-bushfire_00000060_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000060_pre_disaster.png,0,0,0,0,60,4
0,0,socal-fire,pre,train,train\images\socal-fire_00000060_pre_disaster.png,socal-fire_00000060_pre_disaster,0,0,train\masks\socal-fire_00000060_pre_disaster.png,0,0,0,0,60,0
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000060_pre_disaster.png,nepal-flooding_00000060_pre_disaster,0,0,tier3\masks\nepal-flooding_00000060_pre_disaster.png,0,0,62,46688,60,0
0,0,hurricane-florence,pre,train,train\images\hurricane-florence_00000060_pre_disaster.png,hurricane-florence_00000060_pre_disaster,0,0,train\masks\hurricane-florence_00000060_pre_disaster.png,0,0,9,7847,60,2
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000060_pre_disaster.png,santa-rosa-wildfire_00000060_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000060_pre_disaster.png,0,0,9,12882,60,0
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000060_pre_disaster.png,sunda-tsunami_00000060_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000060_pre_disaster.png,0,0,116,124583,60,0
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000060_pre_disaster.png,joplin-tornado_00000060_pre_disaster,0,0,tier3\masks\joplin-tornado_00000060_pre_disaster.png,0,0,41,42350,60,4
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000060_pre_disaster.png,lower-puna-volcano_00000060_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000060_pre_disaster.png,0,0,50,35465,60,2
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000060_pre_disaster.png,hurricane-matthew_00000060_pre_disaster,0,0,train\masks\hurricane-matthew_00000060_pre_disaster.png,0,0,69,36552,60,3
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000061_pre_disaster.png,midwest-flooding_00000061_pre_disaster,0,0,train\masks\midwest-flooding_00000061_pre_disaster.png,0,0,40,169029,61,0
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000061_pre_disaster.png,moore-tornado_00000061_pre_disaster,0,0,tier3\masks\moore-tornado_00000061_pre_disaster.png,0,0,0,0,61,0
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000061_pre_disaster.png,sunda-tsunami_00000061_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000061_pre_disaster.png,0,0,5,1501,61,1
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000061_pre_disaster.png,joplin-tornado_00000061_pre_disaster,0,0,tier3\masks\joplin-tornado_00000061_pre_disaster.png,0,0,12,157058,61,3
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000061_pre_disaster.png,portugal-wildfire_00000061_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000061_pre_disaster.png,0,0,5,2192,61,2
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000061_pre_disaster.png,palu-tsunami_00000061_pre_disaster,0,0,train\masks\palu-tsunami_00000061_pre_disaster.png,0,0,106,120780,61,1
0,0,socal-fire,pre,train,train\images\socal-fire_00000061_pre_disaster.png,socal-fire_00000061_pre_disaster,0,0,train\masks\socal-fire_00000061_pre_disaster.png,0,0,1,166,61,3
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000061_pre_disaster.png,lower-puna-volcano_00000061_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000061_pre_disaster.png,0,0,0,0,61,0
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000061_pre_disaster.png,tuscaloosa-tornado_00000061_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000061_pre_disaster.png,0,0,14,30621,61,2
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000061_pre_disaster.png,pinery-bushfire_00000061_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000061_pre_disaster.png,0,0,0,0,61,4
0,0,hurricane-florence,pre,train,train\images\hurricane-florence_00000061_pre_disaster.png,hurricane-florence_00000061_pre_disaster,0,0,train\masks\hurricane-florence_00000061_pre_disaster.png,0,0,8,6147,61,3
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000061_pre_disaster.png,nepal-flooding_00000061_pre_disaster,0,0,tier3\masks\nepal-flooding_00000061_pre_disaster.png,0,0,1,176,61,0
0,0,hurricane-michael,pre,train,train\images\hurricane-michael_00000061_pre_disaster.png,hurricane-michael_00000061_pre_disaster,0,0,train\masks\hurricane-michael_00000061_pre_disaster.png,0,0,52,53070,61,4
0,0,hurricane-harvey,pre,train,train\images\hurricane-harvey_00000061_pre_disaster.png,hurricane-harvey_00000061_pre_disaster,0,0,train\masks\hurricane-harvey_00000061_pre_disaster.png,0,0,5,16055,61,0
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000061_pre_disaster.png,woolsey-fire_00000061_pre_disaster,0,0,tier3\masks\woolsey-fire_00000061_pre_disaster.png,0,0,14,7615,61,3
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000062_pre_disaster.png,sunda-tsunami_00000062_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000062_pre_disaster.png,0,0,0,0,62,4
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000062_pre_disaster.png,hurricane-matthew_00000062_pre_disaster,0,0,train\masks\hurricane-matthew_00000062_pre_disaster.png,0,0,31,12201,62,0
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000062_pre_disaster.png,woolsey-fire_00000062_pre_disaster,0,0,tier3\masks\woolsey-fire_00000062_pre_disaster.png,0,0,0,0,62,1
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000062_pre_disaster.png,portugal-wildfire_00000062_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000062_pre_disaster.png,0,0,10,9897,62,4
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000062_pre_disaster.png,moore-tornado_00000062_pre_disaster,0,0,tier3\masks\moore-tornado_00000062_pre_disaster.png,0,0,21,31716,62,1
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000062_pre_disaster.png,tuscaloosa-tornado_00000062_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000062_pre_disaster.png,0,0,123,167756,62,2
0,0,hurricane-florence,pre,train,train\images\hurricane-florence_00000062_pre_disaster.png,hurricane-florence_00000062_pre_disaster,0,0,train\masks\hurricane-florence_00000062_pre_disaster.png,0,0,7,4184,62,4
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000062_pre_disaster.png,nepal-flooding_00000062_pre_disaster,0,0,tier3\masks\nepal-flooding_00000062_pre_disaster.png,0,0,2,501,62,0
0,0,socal-fire,pre,train,train\images\socal-fire_00000062_pre_disaster.png,socal-fire_00000062_pre_disaster,0,0,train\masks\socal-fire_00000062_pre_disaster.png,0,0,1,3483,62,0
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000062_pre_disaster.png,lower-puna-volcano_00000062_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000062_pre_disaster.png,0,0,0,0,62,1
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000062_pre_disaster.png,pinery-bushfire_00000062_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000062_pre_disaster.png,0,0,1,169,62,4
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000062_pre_disaster.png,joplin-tornado_00000062_pre_disaster,0,0,tier3\masks\joplin-tornado_00000062_pre_disaster.png,0,0,48,65245,62,0
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000062_pre_disaster.png,midwest-flooding_00000062_pre_disaster,0,0,train\masks\midwest-flooding_00000062_pre_disaster.png,0,0,177,149242,62,2
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000063_pre_disaster.png,tuscaloosa-tornado_00000063_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000063_pre_disaster.png,0,0,1,767,63,1
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000063_pre_disaster.png,pinery-bushfire_00000063_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000063_pre_disaster.png,0,0,0,0,63,1
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000063_pre_disaster.png,santa-rosa-wildfire_00000063_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000063_pre_disaster.png,0,0,227,249200,63,1
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000063_pre_disaster.png,lower-puna-volcano_00000063_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000063_pre_disaster.png,0,0,0,0,63,0
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000063_pre_disaster.png,portugal-wildfire_00000063_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000063_pre_disaster.png,0,0,0,0,63,0
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000063_pre_disaster.png,moore-tornado_00000063_pre_disaster,0,0,tier3\masks\moore-tornado_00000063_pre_disaster.png,0,0,41,31693,63,1
0,0,hurricane-florence,pre,train,train\images\hurricane-florence_00000063_pre_disaster.png,hurricane-florence_00000063_pre_disaster,0,0,train\masks\hurricane-florence_00000063_pre_disaster.png,0,0,24,14059,63,0
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000063_pre_disaster.png,nepal-flooding_00000063_pre_disaster,0,0,tier3\masks\nepal-flooding_00000063_pre_disaster.png,0,0,50,39524,63,3
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000063_pre_disaster.png,midwest-flooding_00000063_pre_disaster,0,0,train\masks\midwest-flooding_00000063_pre_disaster.png,0,0,172,177093,63,0
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000063_pre_disaster.png,joplin-tornado_00000063_pre_disaster,0,0,tier3\masks\joplin-tornado_00000063_pre_disaster.png,0,0,41,33826,63,2
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000063_pre_disaster.png,hurricane-matthew_00000063_pre_disaster,0,0,train\masks\hurricane-matthew_00000063_pre_disaster.png,0,0,12,8373,63,4
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000063_pre_disaster.png,woolsey-fire_00000063_pre_disaster,0,0,tier3\masks\woolsey-fire_00000063_pre_disaster.png,0,0,0,0,63,1
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000063_pre_disaster.png,sunda-tsunami_00000063_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000063_pre_disaster.png,0,0,88,117388,63,1
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000064_pre_disaster.png,hurricane-matthew_00000064_pre_disaster,0,0,train\masks\hurricane-matthew_00000064_pre_disaster.png,0,0,20,4925,64,2
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000064_pre_disaster.png,sunda-tsunami_00000064_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000064_pre_disaster.png,0,0,56,67896,64,2
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000064_pre_disaster.png,moore-tornado_00000064_pre_disaster,0,0,tier3\masks\moore-tornado_00000064_pre_disaster.png,0,0,213,288912,64,4
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000064_pre_disaster.png,midwest-flooding_00000064_pre_disaster,0,0,train\masks\midwest-flooding_00000064_pre_disaster.png,0,0,206,162814,64,0
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000064_pre_disaster.png,joplin-tornado_00000064_pre_disaster,0,0,tier3\masks\joplin-tornado_00000064_pre_disaster.png,0,0,4,90601,64,2
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000064_pre_disaster.png,palu-tsunami_00000064_pre_disaster,0,0,train\masks\palu-tsunami_00000064_pre_disaster.png,0,0,93,181610,64,0
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000064_pre_disaster.png,pinery-bushfire_00000064_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000064_pre_disaster.png,0,0,1,451,64,1
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000064_pre_disaster.png,woolsey-fire_00000064_pre_disaster,0,0,tier3\masks\woolsey-fire_00000064_pre_disaster.png,0,0,0,0,64,1
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000064_pre_disaster.png,portugal-wildfire_00000064_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000064_pre_disaster.png,0,0,2,355,64,2
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000064_pre_disaster.png,nepal-flooding_00000064_pre_disaster,0,0,tier3\masks\nepal-flooding_00000064_pre_disaster.png,0,0,9,4534,64,1
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000064_pre_disaster.png,lower-puna-volcano_00000064_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000064_pre_disaster.png,0,0,3,617,64,3
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000064_pre_disaster.png,tuscaloosa-tornado_00000064_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000064_pre_disaster.png,0,0,73,73643,64,0
0,0,hurricane-florence,pre,train,train\images\hurricane-florence_00000064_pre_disaster.png,hurricane-florence_00000064_pre_disaster,0,0,train\masks\hurricane-florence_00000064_pre_disaster.png,0,0,31,21326,64,0
0,0,mexico-earthquake,pre,train,train\images\mexico-earthquake_00000064_pre_disaster.png,mexico-earthquake_00000064_pre_disaster,0,0,train\masks\mexico-earthquake_00000064_pre_disaster.png,0,0,182,396117,64,4
0,0,santa-rosa-wildfire,pre,train,train\images\santa-rosa-wildfire_00000065_pre_disaster.png,santa-rosa-wildfire_00000065_pre_disaster,0,0,train\masks\santa-rosa-wildfire_00000065_pre_disaster.png,0,0,13,17827,65,0
0,0,hurricane-florence,pre,train,train\images\hurricane-florence_00000065_pre_disaster.png,hurricane-florence_00000065_pre_disaster,0,0,train\masks\hurricane-florence_00000065_pre_disaster.png,0,0,2,1757,65,0
0,0,woolsey-fire,pre,tier3,tier3\images\woolsey-fire_00000065_pre_disaster.png,woolsey-fire_00000065_pre_disaster,0,0,tier3\masks\woolsey-fire_00000065_pre_disaster.png,0,0,0,0,65,4
0,0,socal-fire,pre,train,train\images\socal-fire_00000065_pre_disaster.png,socal-fire_00000065_pre_disaster,0,0,train\masks\socal-fire_00000065_pre_disaster.png,0,0,1,183,65,4
0,0,joplin-tornado,pre,tier3,tier3\images\joplin-tornado_00000065_pre_disaster.png,joplin-tornado_00000065_pre_disaster,0,0,tier3\masks\joplin-tornado_00000065_pre_disaster.png,0,0,36,130769,65,0
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000065_pre_disaster.png,moore-tornado_00000065_pre_disaster,0,0,tier3\masks\moore-tornado_00000065_pre_disaster.png,0,0,103,120493,65,4
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000065_pre_disaster.png,midwest-flooding_00000065_pre_disaster,0,0,train\masks\midwest-flooding_00000065_pre_disaster.png,0,0,21,265253,65,3
0,0,portugal-wildfire,pre,tier3,tier3\images\portugal-wildfire_00000065_pre_disaster.png,portugal-wildfire_00000065_pre_disaster,0,0,tier3\masks\portugal-wildfire_00000065_pre_disaster.png,0,0,0,0,65,1
0,0,hurricane-matthew,pre,train,train\images\hurricane-matthew_00000065_pre_disaster.png,hurricane-matthew_00000065_pre_disaster,0,0,train\masks\hurricane-matthew_00000065_pre_disaster.png,0,0,118,103938,65,2
0,0,pinery-bushfire,pre,tier3,tier3\images\pinery-bushfire_00000065_pre_disaster.png,pinery-bushfire_00000065_pre_disaster,0,0,tier3\masks\pinery-bushfire_00000065_pre_disaster.png,0,0,0,0,65,2
0,0,sunda-tsunami,pre,tier3,tier3\images\sunda-tsunami_00000065_pre_disaster.png,sunda-tsunami_00000065_pre_disaster,0,0,tier3\masks\sunda-tsunami_00000065_pre_disaster.png,0,0,39,56470,65,2
0,0,lower-puna-volcano,pre,tier3,tier3\images\lower-puna-volcano_00000065_pre_disaster.png,lower-puna-volcano_00000065_pre_disaster,0,0,tier3\masks\lower-puna-volcano_00000065_pre_disaster.png,0,0,0,0,65,4
0,0,nepal-flooding,pre,tier3,tier3\images\nepal-flooding_00000065_pre_disaster.png,nepal-flooding_00000065_pre_disaster,0,0,tier3\masks\nepal-flooding_00000065_pre_disaster.png,0,0,16,8158,65,1
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000065_pre_disaster.png,palu-tsunami_00000065_pre_disaster,0,0,train\masks\palu-tsunami_00000065_pre_disaster.png,0,0,51,82476,65,1
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000065_pre_disaster.png,tuscaloosa-tornado_00000065_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000065_pre_disaster.png,0,0,19,15916,65,2
0,0,hurricane-harvey,pre,train,train\images\hurricane-harvey_00000066_pre_disaster.png,hurricane-harvey_00000066_pre_disaster,0,0,train\masks\hurricane-harvey_00000066_pre_disaster.png,0,0,14,22673,66,1
0,0,palu-tsunami,pre,train,train\images\palu-tsunami_00000066_pre_disaster.png,palu-tsunami_00000066_pre_disaster,0,0,train\masks\palu-tsunami_00000066_pre_disaster.png,0,0,21,90438,66,2
0,0,moore-tornado,pre,tier3,tier3\images\moore-tornado_00000066_pre_disaster.png,moore-tornado_00000066_pre_disaster,0,0,tier3\masks\moore-tornado_00000066_pre_disaster.png,0,0,75,66229,66,0
0,0,midwest-flooding,pre,train,train\images\midwest-flooding_00000066_pre_disaster.png,midwest-flooding_00000066_pre_disaster,0,0,train\masks\midwest-flooding_00000066_pre_disaster.png,0,0,253,212773,66,4
0,0,mexico-earthquake,pre,train,train\images\mexico-earthquake_00000066_pre_disaster.png,mexico-earthquake_00000066_pre_disaster,0,0,train\masks\mexico-earthquake_00000066_pre_disaster.png,0,0,24,36284,66,3
0,0,tuscaloosa-tornado,pre,tier3,tier3\images\tuscaloosa-tornado_00000066_pre_disaster.png,tuscaloosa-tornado_00000066_pre_disaster,0,0,tier3\masks\tuscaloosa-tornado_00000066_pre_disaster.png,0,0,34,47787,66,4
