destroyed_buildings,destroyed_pixels,event_name,event_type,folder,image_fname,image_id,light_damaged_buildings,light_damaged_pixels,mask_fname,medium_damaged_buildings,medium_damaged_pixels,non_damaged_buildings,non_damaged_pixels,sample_id
0,0,socal-fire,pre,train,train\images\socal-fire_00001296_pre_disaster.png,socal-fire_00001296_pre_disaster,0,0,train\masks\socal-fire_00001296_pre_disaster.png,0,0,0,0,00001296
0,0,socal-fire,post,train,train\images\socal-fire_00001297_post_disaster.png,socal-fire_00001297_post_disaster,0,0,train\masks\socal-fire_00001297_post_disaster.png,0,0,0,0,00001297
0,0,socal-fire,pre,train,train\images\socal-fire_00001297_pre_disaster.png,socal-fire_00001297_pre_disaster,0,0,train\masks\socal-fire_00001297_pre_disaster.png,0,0,0,0,00001297
2,5010,socal-fire,post,train,train\images\socal-fire_00001298_post_disaster.png,socal-fire_00001298_post_disaster,0,0,train\masks\socal-fire_00001298_post_disaster.png,0,0,25,29494,00001298
0,0,socal-fire,pre,train,train\images\socal-fire_00001298_pre_disaster.png,socal-fire_00001298_pre_disaster,0,0,train\masks\socal-fire_00001298_pre_disaster.png,0,0,27,34616,00001298
0,0,socal-fire,post,train,train\images\socal-fire_00001300_post_disaster.png,socal-fire_00001300_post_disaster,0,0,train\masks\socal-fire_00001300_post_disaster.png,0,0,0,0,00001300
0,0,socal-fire,pre,train,train\images\socal-fire_00001300_pre_disaster.png,socal-fire_00001300_pre_disaster,0,0,train\masks\socal-fire_00001300_pre_disaster.png,0,0,0,0,00001300
0,0,socal-fire,post,train,train\images\socal-fire_00001301_post_disaster.png,socal-fire_00001301_post_disaster,0,0,train\masks\socal-fire_00001301_post_disaster.png,0,0,0,0,00001301
0,0,socal-fire,pre,train,train\images\socal-fire_00001301_pre_disaster.png,socal-fire_00001301_pre_disaster,0,0,train\masks\socal-fire_00001301_pre_disaster.png,0,0,0,0,00001301
0,0,socal-fire,post,train,train\images\socal-fire_00001302_post_disaster.png,socal-fire_00001302_post_disaster,0,0,train\masks\socal-fire_00001302_post_disaster.png,0,0,0,0,00001302
0,0,socal-fire,pre,train,train\images\socal-fire_00001302_pre_disaster.png,socal-fire_00001302_pre_disaster,0,0,train\masks\socal-fire_00001302_pre_disaster.png,0,0,0,0,00001302
0,0,socal-fire,post,train,train\images\socal-fire_00001303_post_disaster.png,socal-fire_00001303_post_disaster,0,0,train\masks\socal-fire_00001303_post_disaster.png,0,0,8,2862,00001303
0,0,socal-fire,pre,train,train\images\socal-fire_00001303_pre_disaster.png,socal-fire_00001303_pre_disaster,0,0,train\masks\socal-fire_00001303_pre_disaster.png,0,0,8,2862,00001303
0,0,socal-fire,post,train,train\images\socal-fire_00001304_post_disaster.png,socal-fire_00001304_post_disaster,0,0,train\masks\socal-fire_00001304_post_disaster.png,0,0,0,0,00001304
0,0,socal-fire,pre,train,train\images\socal-fire_00001304_pre_disaster.png,socal-fire_00001304_pre_disaster,0,0,train\masks\socal-fire_00001304_pre_disaster.png,0,0,0,0,00001304
0,0,socal-fire,post,train,train\images\socal-fire_00001307_post_disaster.png,socal-fire_00001307_post_disaster,0,0,train\masks\socal-fire_00001307_post_disaster.png,0,0,0,0,00001307
0,0,socal-fire,pre,train,train\images\socal-fire_00001307_pre_disaster.png,socal-fire_00001307_pre_disaster,0,0,train\masks\socal-fire_00001307_pre_disaster.png,0,0,0,0,00001307
0,0,socal-fire,post,train,train\images\socal-fire_00001308_post_disaster.png,socal-fire_00001308_post_disaster,0,0,train\masks\socal-fire_00001308_post_disaster.png,0,0,0,0,00001308
0,0,socal-fire,pre,train,train\images\socal-fire_00001308_pre_disaster.png,socal-fire_00001308_pre_disaster,0,0,train\masks\socal-fire_00001308_pre_disaster.png,0,0,0,0,00001308
3,496,socal-fire,post,train,train\images\socal-fire_00001312_post_disaster.png,socal-fire_00001312_post_disaster,0,0,train\masks\socal-fire_00001312_post_disaster.png,0,0,8,3124,00001312
0,0,socal-fire,pre,train,train\images\socal-fire_00001312_pre_disaster.png,socal-fire_00001312_pre_disaster,0,0,train\masks\socal-fire_00001312_pre_disaster.png,0,0,11,3620,00001312
0,0,socal-fire,post,train,train\images\socal-fire_00001313_post_disaster.png,socal-fire_00001313_post_disaster,0,0,train\masks\socal-fire_00001313_post_disaster.png,0,0,2,1055,00001313
0,0,socal-fire,pre,train,train\images\socal-fire_00001313_pre_disaster.png,socal-fire_00001313_pre_disaster,0,0,train\masks\socal-fire_00001313_pre_disaster.png,0,0,2,1055,00001313
0,0,socal-fire,post,train,train\images\socal-fire_00001315_post_disaster.png,socal-fire_00001315_post_disaster,0,0,train\masks\socal-fire_00001315_post_disaster.png,0,0,0,0,00001315
0,0,socal-fire,pre,train,train\images\socal-fire_00001315_pre_disaster.png,socal-fire_00001315_pre_disaster,0,0,train\masks\socal-fire_00001315_pre_disaster.png,0,0,0,0,00001315
0,0,socal-fire,post,train,train\images\socal-fire_00001317_post_disaster.png,socal-fire_00001317_post_disaster,0,0,train\masks\socal-fire_00001317_post_disaster.png,0,0,1,564,00001317
0,0,socal-fire,pre,train,train\images\socal-fire_00001317_pre_disaster.png,socal-fire_00001317_pre_disaster,0,0,train\masks\socal-fire_00001317_pre_disaster.png,0,0,1,615,00001317
0,0,socal-fire,post,train,train\images\socal-fire_00001318_post_disaster.png,socal-fire_00001318_post_disaster,0,0,train\masks\socal-fire_00001318_post_disaster.png,0,0,1,186,00001318
0,0,socal-fire,pre,train,train\images\socal-fire_00001318_pre_disaster.png,socal-fire_00001318_pre_disaster,0,0,train\masks\socal-fire_00001318_pre_disaster.png,0,0,1,209,00001318
0,0,socal-fire,post,train,train\images\socal-fire_00001319_post_disaster.png,socal-fire_00001319_post_disaster,0,0,train\masks\socal-fire_00001319_post_disaster.png,0,0,0,0,00001319
0,0,socal-fire,pre,train,train\images\socal-fire_00001319_pre_disaster.png,socal-fire_00001319_pre_disaster,0,0,train\masks\socal-fire_00001319_pre_disaster.png,0,0,0,0,00001319
0,0,socal-fire,post,train,train\images\socal-fire_00001320_post_disaster.png,socal-fire_00001320_post_disaster,0,0,train\masks\socal-fire_00001320_post_disaster.png,0,0,0,0,00001320
0,0,socal-fire,pre,train,train\images\socal-fire_00001320_pre_disaster.png,socal-fire_00001320_pre_disaster,0,0,train\masks\socal-fire_00001320_pre_disaster.png,0,0,0,0,00001320
2,2708,socal-fire,post,train,train\images\socal-fire_00001322_post_disaster.png,socal-fire_00001322_post_disaster,0,0,train\masks\socal-fire_00001322_post_disaster.png,0,0,33,56248,00001322
0,0,socal-fire,pre,train,train\images\socal-fire_00001322_pre_disaster.png,socal-fire_00001322_pre_disaster,0,0,train\masks\socal-fire_00001322_pre_disaster.png,0,0,34,59115,00001322
4,3345,socal-fire,post,train,train\images\socal-fire_00001323_post_disaster.png,socal-fire_00001323_post_disaster,2,881,train\masks\socal-fire_00001323_post_disaster.png,1,3301,22,22819,00001323
0,0,socal-fire,pre,train,train\images\socal-fire_00001323_pre_disaster.png,socal-fire_00001323_pre_disaster,0,0,train\masks\socal-fire_00001323_pre_disaster.png,0,0,29,30369,00001323
0,0,socal-fire,post,train,train\images\socal-fire_00001324_post_disaster.png,socal-fire_00001324_post_disaster,0,0,train\masks\socal-fire_00001324_post_disaster.png,0,0,0,0,00001324
0,0,socal-fire,pre,train,train\images\socal-fire_00001324_pre_disaster.png,socal-fire_00001324_pre_disaster,0,0,train\masks\socal-fire_00001324_pre_disaster.png,0,0,0,0,00001324
0,0,socal-fire,post,train,train\images\socal-fire_00001325_post_disaster.png,socal-fire_00001325_post_disaster,0,0,train\masks\socal-fire_00001325_post_disaster.png,0,0,5,4360,00001325
0,0,socal-fire,pre,train,train\images\socal-fire_00001325_pre_disaster.png,socal-fire_00001325_pre_disaster,0,0,train\masks\socal-fire_00001325_pre_disaster.png,0,0,5,4360,00001325
0,0,socal-fire,post,train,train\images\socal-fire_00001330_post_disaster.png,socal-fire_00001330_post_disaster,0,0,train\masks\socal-fire_00001330_post_disaster.png,0,0,44,84341,00001330
0,0,socal-fire,pre,train,train\images\socal-fire_00001330_pre_disaster.png,socal-fire_00001330_pre_disaster,0,0,train\masks\socal-fire_00001330_pre_disaster.png,0,0,44,84341,00001330
0,0,socal-fire,post,train,train\images\socal-fire_00001331_post_disaster.png,socal-fire_00001331_post_disaster,0,0,train\masks\socal-fire_00001331_post_disaster.png,0,0,0,0,00001331
0,0,socal-fire,pre,train,train\images\socal-fire_00001331_pre_disaster.png,socal-fire_00001331_pre_disaster,0,0,train\masks\socal-fire_00001331_pre_disaster.png,0,0,0,0,00001331
6,5509,socal-fire,post,train,train\images\socal-fire_00001333_post_disaster.png,socal-fire_00001333_post_disaster,0,0,train\masks\socal-fire_00001333_post_disaster.png,0,0,15,22822,00001333
0,0,socal-fire,pre,train,train\images\socal-fire_00001333_pre_disaster.png,socal-fire_00001333_pre_disaster,0,0,train\masks\socal-fire_00001333_pre_disaster.png,0,0,21,28357,00001333
0,0,socal-fire,post,train,train\images\socal-fire_00001334_post_disaster.png,socal-fire_00001334_post_disaster,0,0,train\masks\socal-fire_00001334_post_disaster.png,0,0,0,0,00001334
0,0,socal-fire,pre,train,train\images\socal-fire_00001334_pre_disaster.png,socal-fire_00001334_pre_disaster,0,0,train\masks\socal-fire_00001334_pre_disaster.png,0,0,0,0,00001334
0,0,socal-fire,post,train,train\images\socal-fire_00001337_post_disaster.png,socal-fire_00001337_post_disaster,0,0,train\masks\socal-fire_00001337_post_disaster.png,0,0,0,0,00001337
0,0,socal-fire,pre,train,train\images\socal-fire_00001337_pre_disaster.png,socal-fire_00001337_pre_disaster,0,0,train\masks\socal-fire_00001337_pre_disaster.png,0,0,0,0,00001337
0,0,socal-fire,post,train,train\images\socal-fire_00001338_post_disaster.png,socal-fire_00001338_post_disaster,0,0,train\masks\socal-fire_00001338_post_disaster.png,0,0,0,0,00001338
0,0,socal-fire,pre,train,train\images\socal-fire_00001338_pre_disaster.png,socal-fire_00001338_pre_disaster,0,0,train\masks\socal-fire_00001338_pre_disaster.png,0,0,0,0,00001338
0,0,socal-fire,post,train,train\images\socal-fire_00001339_post_disaster.png,socal-fire_00001339_post_disaster,0,0,train\masks\socal-fire_00001339_post_disaster.png,0,0,0,0,00001339
0,0,socal-fire,pre,train,train\images\socal-fire_00001339_pre_disaster.png,socal-fire_00001339_pre_disaster,0,0,train\masks\socal-fire_00001339_pre_disaster.png,0,0,0,0,00001339
0,0,socal-fire,post,train,train\images\socal-fire_00001340_post_disaster.png,socal-fire_00001340_post_disaster,0,0,train\masks\socal-fire_00001340_post_disaster.png,0,0,8,2918,00001340
0,0,socal-fire,pre,train,train\images\socal-fire_00001340_pre_disaster.png,socal-fire_00001340_pre_disaster,0,0,train\masks\socal-fire_00001340_pre_disaster.png,0,0,8,2918,00001340
0,0,socal-fire,post,train,train\images\socal-fire_00001341_post_disaster.png,socal-fire_00001341_post_disaster,0,0,train\masks\socal-fire_00001341_post_disaster.png,0,0,70,84443,00001341
0,0,socal-fire,pre,train,train\images\socal-fire_00001341_pre_disaster.png,socal-fire_00001341_pre_disaster,0,0,train\masks\socal-fire_00001341_pre_disaster.png,0,0,70,84684,00001341
0,0,socal-fire,post,train,train\images\socal-fire_00001343_post_disaster.png,socal-fire_00001343_post_disaster,0,0,train\masks\socal-fire_00001343_post_disaster.png,0,0,0,0,00001343
0,0,socal-fire,pre,train,train\images\socal-fire_00001343_pre_disaster.png,socal-fire_00001343_pre_disaster,0,0,train\masks\socal-fire_00001343_pre_disaster.png,0,0,0,0,00001343
7,10581,socal-fire,post,train,train\images\socal-fire_00001344_post_disaster.png,socal-fire_00001344_post_disaster,1,3058,train\masks\socal-fire_00001344_post_disaster.png,0,0,5,8040,00001344
0,0,socal-fire,pre,train,train\images\socal-fire_00001344_pre_disaster.png,socal-fire_00001344_pre_disaster,0,0,train\masks\socal-fire_00001344_pre_disaster.png,0,0,13,21758,00001344
0,0,socal-fire,post,train,train\images\socal-fire_00001346_post_disaster.png,socal-fire_00001346_post_disaster,0,0,train\masks\socal-fire_00001346_post_disaster.png,0,0,0,0,00001346
0,0,socal-fire,pre,train,train\images\socal-fire_00001346_pre_disaster.png,socal-fire_00001346_pre_disaster,0,0,train\masks\socal-fire_00001346_pre_disaster.png,0,0,0,0,00001346
0,0,socal-fire,post,train,train\images\socal-fire_00001347_post_disaster.png,socal-fire_00001347_post_disaster,0,0,train\masks\socal-fire_00001347_post_disaster.png,0,0,0,0,00001347
0,0,socal-fire,pre,train,train\images\socal-fire_00001347_pre_disaster.png,socal-fire_00001347_pre_disaster,0,0,train\masks\socal-fire_00001347_pre_disaster.png,0,0,0,0,00001347
0,0,socal-fire,post,train,train\images\socal-fire_00001348_post_disaster.png,socal-fire_00001348_post_disaster,0,0,train\masks\socal-fire_00001348_post_disaster.png,0,0,0,0,00001348
0,0,socal-fire,pre,train,train\images\socal-fire_00001348_pre_disaster.png,socal-fire_00001348_pre_disaster,0,0,train\masks\socal-fire_00001348_pre_disaster.png,0,0,0,0,00001348
0,0,socal-fire,post,train,train\images\socal-fire_00001349_post_disaster.png,socal-fire_00001349_post_disaster,0,0,train\masks\socal-fire_00001349_post_disaster.png,0,0,0,0,00001349
0,0,socal-fire,pre,train,train\images\socal-fire_00001349_pre_disaster.png,socal-fire_00001349_pre_disaster,0,0,train\masks\socal-fire_00001349_pre_disaster.png,0,0,0,0,00001349
0,0,socal-fire,post,train,train\images\socal-fire_00001350_post_disaster.png,socal-fire_00001350_post_disaster,0,0,train\masks\socal-fire_00001350_post_disaster.png,0,0,0,0,00001350
0,0,socal-fire,pre,train,train\images\socal-fire_00001350_pre_disaster.png,socal-fire_00001350_pre_disaster,0,0,train\masks\socal-fire_00001350_pre_disaster.png,0,0,0,0,00001350
0,0,socal-fire,post,train,train\images\socal-fire_00001351_post_disaster.png,socal-fire_00001351_post_disaster,0,0,train\masks\socal-fire_00001351_post_disaster.png,0,0,0,0,00001351
0,0,socal-fire,pre,train,train\images\socal-fire_00001351_pre_disaster.png,socal-fire_00001351_pre_disaster,0,0,train\masks\socal-fire_00001351_pre_disaster.png,0,0,0,0,00001351
0,0,socal-fire,post,train,train\images\socal-fire_00001352_post_disaster.png,socal-fire_00001352_post_disaster,0,0,train\masks\socal-fire_00001352_post_disaster.png,0,0,77,123275,00001352
0,0,socal-fire,pre,train,train\images\socal-fire_00001352_pre_disaster.png,socal-fire_00001352_pre_disaster,0,0,train\masks\socal-fire_00001352_pre_disaster.png,0,0,77,123452,00001352
0,0,socal-fire,post,train,train\images\socal-fire_00001353_post_disaster.png,socal-fire_00001353_post_disaster,0,0,train\masks\socal-fire_00001353_post_disaster.png,0,0,6,14089,00001353
0,0,socal-fire,pre,train,train\images\socal-fire_00001353_pre_disaster.png,socal-fire_00001353_pre_disaster,0,0,train\masks\socal-fire_00001353_pre_disaster.png,0,0,6,14089,00001353
0,0,socal-fire,post,train,train\images\socal-fire_00001354_post_disaster.png,socal-fire_00001354_post_disaster,0,0,train\masks\socal-fire_00001354_post_disaster.png,0,0,2,3261,00001354
0,0,socal-fire,pre,train,train\images\socal-fire_00001354_pre_disaster.png,socal-fire_00001354_pre_disaster,0,0,train\masks\socal-fire_00001354_pre_disaster.png,0,0,2,3296,00001354
0,0,socal-fire,post,train,train\images\socal-fire_00001355_post_disaster.png,socal-fire_00001355_post_disaster,0,0,train\masks\socal-fire_00001355_post_disaster.png,0,0,0,0,00001355
0,0,socal-fire,pre,train,train\images\socal-fire_00001355_pre_disaster.png,socal-fire_00001355_pre_disaster,0,0,train\masks\socal-fire_00001355_pre_disaster.png,0,0,0,0,00001355
0,0,socal-fire,post,train,train\images\socal-fire_00001356_post_disaster.png,socal-fire_00001356_post_disaster,0,0,train\masks\socal-fire_00001356_post_disaster.png,0,0,0,0,00001356
0,0,socal-fire,pre,train,train\images\socal-fire_00001356_pre_disaster.png,socal-fire_00001356_pre_disaster,0,0,train\masks\socal-fire_00001356_pre_disaster.png,0,0,0,0,00001356
0,0,socal-fire,post,train,train\images\socal-fire_00001357_post_disaster.png,socal-fire_00001357_post_disaster,0,0,train\masks\socal-fire_00001357_post_disaster.png,0,0,0,0,00001357
0,0,socal-fire,pre,train,train\images\socal-fire_00001357_pre_disaster.png,socal-fire_00001357_pre_disaster,0,0,train\masks\socal-fire_00001357_pre_disaster.png,0,0,0,0,00001357
0,0,socal-fire,post,train,train\images\socal-fire_00001359_post_disaster.png,socal-fire_00001359_post_disaster,0,0,train\masks\socal-fire_00001359_post_disaster.png,0,0,80,114778,00001359
0,0,socal-fire,pre,train,train\images\socal-fire_00001359_pre_disaster.png,socal-fire_00001359_pre_disaster,0,0,train\masks\socal-fire_00001359_pre_disaster.png,0,0,80,115063,00001359
0,0,socal-fire,post,train,train\images\socal-fire_00001361_post_disaster.png,socal-fire_00001361_post_disaster,0,0,train\masks\socal-fire_00001361_post_disaster.png,0,0,0,0,00001361
0,0,socal-fire,pre,train,train\images\socal-fire_00001361_pre_disaster.png,socal-fire_00001361_pre_disaster,0,0,train\masks\socal-fire_00001361_pre_disaster.png,0,0,0,0,00001361
0,0,socal-fire,post,train,train\images\socal-fire_00001363_post_disaster.png,socal-fire_00001363_post_disaster,0,0,train\masks\socal-fire_00001363_post_disaster.png,0,0,0,0,00001363
0,0,socal-fire,pre,train,train\images\socal-fire_00001363_pre_disaster.png,socal-fire_00001363_pre_disaster,0,0,train\masks\socal-fire_00001363_pre_disaster.png,0,0,0,0,00001363
0,0,socal-fire,post,train,train\images\socal-fire_00001364_post_disaster.png,socal-fire_00001364_post_disaster,0,0,train\masks\socal-fire_00001364_post_disaster.png,0,0,0,0,00001364
0,0,socal-fire,pre,train,train\images\socal-fire_00001364_pre_disaster.png,socal-fire_00001364_pre_disaster,0,0,train\masks\socal-fire_00001364_pre_disaster.png,0,0,0,0,00001364
0,0,socal-fire,post,train,train\images\socal-fire_00001365_post_disaster.png,socal-fire_00001365_post_disaster,0,0,train\masks\socal-fire_00001365_post_disaster.png,0,0,18,26961,00001365
0,0,socal-fire,pre,train,train\images\socal-fire_00001365_pre_disaster.png,socal-fire_00001365_pre_disaster,0,0,train\masks\socal-fire_00001365_pre_disaster.png,0,0,18,26993,00001365
0,0,socal-fire,post,train,train\images\socal-fire_00001366_post_disaster.png,socal-fire_00001366_post_disaster,0,0,train\masks\socal-fire_00001366_post_disaster.png,0,0,165,248472,00001366
0,0,socal-fire,pre,train,train\images\socal-fire_00001366_pre_disaster.png,socal-fire_00001366_pre_disaster,0,0,train\masks\socal-fire_00001366_pre_disaster.png,0,0,165,248785,00001366
0,0,socal-fire,post,train,train\images\socal-fire_00001367_post_disaster.png,socal-fire_00001367_post_disaster,0,0,train\masks\socal-fire_00001367_post_disaster.png,0,0,3,1147,00001367
0,0,socal-fire,pre,train,train\images\socal-fire_00001367_pre_disaster.png,socal-fire_00001367_pre_disaster,0,0,train\masks\socal-fire_00001367_pre_disaster.png,0,0,3,1147,00001367
0,0,socal-fire,post,train,train\images\socal-fire_00001368_post_disaster.png,socal-fire_00001368_post_disaster,0,0,train\masks\socal-fire_00001368_post_disaster.png,0,0,62,127109,00001368
0,0,socal-fire,pre,train,train\images\socal-fire_00001368_pre_disaster.png,socal-fire_00001368_pre_disaster,0,0,train\masks\socal-fire_00001368_pre_disaster.png,0,0,62,127379,00001368
0,0,socal-fire,post,train,train\images\socal-fire_00001369_post_disaster.png,socal-fire_00001369_post_disaster,0,0,train\masks\socal-fire_00001369_post_disaster.png,0,0,0,0,00001369
0,0,socal-fire,pre,train,train\images\socal-fire_00001369_pre_disaster.png,socal-fire_00001369_pre_disaster,0,0,train\masks\socal-fire_00001369_pre_disaster.png,0,0,0,0,00001369
0,0,socal-fire,post,train,train\images\socal-fire_00001373_post_disaster.png,socal-fire_00001373_post_disaster,0,0,train\masks\socal-fire_00001373_post_disaster.png,0,0,0,0,00001373
0,0,socal-fire,pre,train,train\images\socal-fire_00001373_pre_disaster.png,socal-fire_00001373_pre_disaster,0,0,train\masks\socal-fire_00001373_pre_disaster.png,0,0,0,0,00001373
0,0,socal-fire,post,train,train\images\socal-fire_00001374_post_disaster.png,socal-fire_00001374_post_disaster,0,0,train\masks\socal-fire_00001374_post_disaster.png,0,0,40,59986,00001374
0,0,socal-fire,pre,train,train\images\socal-fire_00001374_pre_disaster.png,socal-fire_00001374_pre_disaster,0,0,train\masks\socal-fire_00001374_pre_disaster.png,0,0,40,60216,00001374
0,0,socal-fire,post,train,train\images\socal-fire_00001375_post_disaster.png,socal-fire_00001375_post_disaster,0,0,train\masks\socal-fire_00001375_post_disaster.png,0,0,2,641,00001375
0,0,socal-fire,pre,train,train\images\socal-fire_00001375_pre_disaster.png,socal-fire_00001375_pre_disaster,0,0,train\masks\socal-fire_00001375_pre_disaster.png,0,0,2,641,00001375
0,0,socal-fire,post,train,train\images\socal-fire_00001376_post_disaster.png,socal-fire_00001376_post_disaster,0,0,train\masks\socal-fire_00001376_post_disaster.png,0,0,0,0,00001376
0,0,socal-fire,pre,train,train\images\socal-fire_00001376_pre_disaster.png,socal-fire_00001376_pre_disaster,0,0,train\masks\socal-fire_00001376_pre_disaster.png,0,0,0,0,00001376
0,0,socal-fire,post,train,train\images\socal-fire_00001377_post_disaster.png,socal-fire_00001377_post_disaster,0,0,train\masks\socal-fire_00001377_post_disaster.png,0,0,0,0,00001377
0,0,socal-fire,pre,train,train\images\socal-fire_00001377_pre_disaster.png,socal-fire_00001377_pre_disaster,0,0,train\masks\socal-fire_00001377_pre_disaster.png,0,0,0,0,00001377
0,0,socal-fire,post,train,train\images\socal-fire_00001379_post_disaster.png,socal-fire_00001379_post_disaster,0,0,train\masks\socal-fire_00001379_post_disaster.png,0,0,0,0,00001379
0,0,socal-fire,pre,train,train\images\socal-fire_00001379_pre_disaster.png,socal-fire_00001379_pre_disaster,0,0,train\masks\socal-fire_00001379_pre_disaster.png,0,0,0,0,00001379
0,0,socal-fire,post,train,train\images\socal-fire_00001380_post_disaster.png,socal-fire_00001380_post_disaster,0,0,train\masks\socal-fire_00001380_post_disaster.png,0,0,0,0,00001380
0,0,socal-fire,pre,train,train\images\socal-fire_00001380_pre_disaster.png,socal-fire_00001380_pre_disaster,0,0,train\masks\socal-fire_00001380_pre_disaster.png,0,0,0,0,00001380
0,0,socal-fire,post,train,train\images\socal-fire_00001381_post_disaster.png,socal-fire_00001381_post_disaster,0,0,train\masks\socal-fire_00001381_post_disaster.png,0,0,0,0,00001381
0,0,socal-fire,pre,train,train\images\socal-fire_00001381_pre_disaster.png,socal-fire_00001381_pre_disaster,0,0,train\masks\socal-fire_00001381_pre_disaster.png,0,0,0,0,00001381
0,0,socal-fire,post,train,train\images\socal-fire_00001382_post_disaster.png,socal-fire_00001382_post_disaster,0,0,train\masks\socal-fire_00001382_post_disaster.png,0,0,46,44078,00001382
0,0,socal-fire,pre,train,train\images\socal-fire_00001382_pre_disaster.png,socal-fire_00001382_pre_disaster,0,0,train\masks\socal-fire_00001382_pre_disaster.png,0,0,46,44110,00001382
0,0,socal-fire,post,train,train\images\socal-fire_00001383_post_disaster.png,socal-fire_00001383_post_disaster,0,0,train\masks\socal-fire_00001383_post_disaster.png,0,0,0,0,00001383
0,0,socal-fire,pre,train,train\images\socal-fire_00001383_pre_disaster.png,socal-fire_00001383_pre_disaster,0,0,train\masks\socal-fire_00001383_pre_disaster.png,0,0,0,0,00001383
5,2377,socal-fire,post,train,train\images\socal-fire_00001385_post_disaster.png,socal-fire_00001385_post_disaster,0,0,train\masks\socal-fire_00001385_post_disaster.png,0,0,5,12213,00001385
0,0,socal-fire,pre,train,train\images\socal-fire_00001385_pre_disaster.png,socal-fire_00001385_pre_disaster,0,0,train\masks\socal-fire_00001385_pre_disaster.png,0,0,10,14590,00001385
1,1960,socal-fire,post,train,train\images\socal-fire_00001386_post_disaster.png,socal-fire_00001386_post_disaster,0,0,train\masks\socal-fire_00001386_post_disaster.png,0,0,0,0,00001386
0,0,socal-fire,pre,train,train\images\socal-fire_00001386_pre_disaster.png,socal-fire_00001386_pre_disaster,0,0,train\masks\socal-fire_00001386_pre_disaster.png,0,0,1,1960,00001386
0,0,socal-fire,post,train,train\images\socal-fire_00001387_post_disaster.png,socal-fire_00001387_post_disaster,0,0,train\masks\socal-fire_00001387_post_disaster.png,0,0,24,41740,00001387
0,0,socal-fire,pre,train,train\images\socal-fire_00001387_pre_disaster.png,socal-fire_00001387_pre_disaster,0,0,train\masks\socal-fire_00001387_pre_disaster.png,0,0,24,41858,00001387
1,902,socal-fire,post,train,train\images\socal-fire_00001389_post_disaster.png,socal-fire_00001389_post_disaster,0,0,train\masks\socal-fire_00001389_post_disaster.png,0,0,4,2020,00001389
0,0,socal-fire,pre,train,train\images\socal-fire_00001389_pre_disaster.png,socal-fire_00001389_pre_disaster,0,0,train\masks\socal-fire_00001389_pre_disaster.png,0,0,4,2922,00001389
0,0,socal-fire,post,train,train\images\socal-fire_00001390_post_disaster.png,socal-fire_00001390_post_disaster,0,0,train\masks\socal-fire_00001390_post_disaster.png,0,0,0,0,00001390
0,0,socal-fire,pre,train,train\images\socal-fire_00001390_pre_disaster.png,socal-fire_00001390_pre_disaster,0,0,train\masks\socal-fire_00001390_pre_disaster.png,0,0,0,0,00001390
0,0,socal-fire,post,train,train\images\socal-fire_00001391_post_disaster.png,socal-fire_00001391_post_disaster,0,0,train\masks\socal-fire_00001391_post_disaster.png,0,0,0,0,00001391
0,0,socal-fire,pre,train,train\images\socal-fire_00001391_pre_disaster.png,socal-fire_00001391_pre_disaster,0,0,train\masks\socal-fire_00001391_pre_disaster.png,0,0,0,0,00001391
0,0,socal-fire,post,train,train\images\socal-fire_00001394_post_disaster.png,socal-fire_00001394_post_disaster,0,0,train\masks\socal-fire_00001394_post_disaster.png,0,0,0,0,00001394
0,0,socal-fire,pre,train,train\images\socal-fire_00001394_pre_disaster.png,socal-fire_00001394_pre_disaster,0,0,train\masks\socal-fire_00001394_pre_disaster.png,0,0,0,0,00001394
0,0,socal-fire,post,train,train\images\socal-fire_00001396_post_disaster.png,socal-fire_00001396_post_disaster,0,0,train\masks\socal-fire_00001396_post_disaster.png,0,0,0,0,00001396
0,0,socal-fire,pre,train,train\images\socal-fire_00001396_pre_disaster.png,socal-fire_00001396_pre_disaster,0,0,train\masks\socal-fire_00001396_pre_disaster.png,0,0,0,0,00001396
1,301,socal-fire,post,train,train\images\socal-fire_00001397_post_disaster.png,socal-fire_00001397_post_disaster,0,0,train\masks\socal-fire_00001397_post_disaster.png,0,0,27,43056,00001397
0,0,socal-fire,pre,train,train\images\socal-fire_00001397_pre_disaster.png,socal-fire_00001397_pre_disaster,0,0,train\masks\socal-fire_00001397_pre_disaster.png,0,0,28,43508,00001397
0,0,socal-fire,post,train,train\images\socal-fire_00001398_post_disaster.png,socal-fire_00001398_post_disaster,0,0,train\masks\socal-fire_00001398_post_disaster.png,0,0,0,0,00001398
0,0,socal-fire,pre,train,train\images\socal-fire_00001398_pre_disaster.png,socal-fire_00001398_pre_disaster,0,0,train\masks\socal-fire_00001398_pre_disaster.png,0,0,0,0,00001398
0,0,socal-fire,post,train,train\images\socal-fire_00001399_post_disaster.png,socal-fire_00001399_post_disaster,0,0,train\masks\socal-fire_00001399_post_disaster.png,0,0,0,0,00001399
0,0,socal-fire,pre,train,train\images\socal-fire_00001399_pre_disaster.png,socal-fire_00001399_pre_disaster,0,0,train\masks\socal-fire_00001399_pre_disaster.png,0,0,0,0,00001399
0,0,socal-fire,post,train,train\images\socal-fire_00001402_post_disaster.png,socal-fire_00001402_post_disaster,0,0,train\masks\socal-fire_00001402_post_disaster.png,0,0,0,0,00001402
